system:index,CANOPYPCT_max_200,CANOPYPCT_mean_200,CANOPYPCT_stdDev_200,DRYBIO_D_max_200,DRYBIO_D_mean_200,DRYBIO_D_stdDev_200,Deployment_ID,FLDSZCD_200,.geo
00000000000000000000,55,30.494265428727466,17.46424919657298,1.850000023841858,0.6599672354436324,0.7974641163974386,BAC.TRMR_Rec002_Mem049.20200901,1.0,"{""type"":""Polygon"",""coordinates"":[[[-112.65725732455397,48.086426801002865],[-112.65800985950942,48.08635516757328],[-112.65870248680451,48.086145969876604],[-112.6592800692632,48.08581586158465],[-112.65969663037473,48.085391121337416],[-112.65991901431934,48.08490556033304],[-112.65992952440843,48.08439783037142],[-112.65972733015745,48.08390834681399],[-112.65932853148321,48.083476071503426],[-112.65876487551085,48.08313541172816],[-112.65808122864462,48.082913481972156],[-112.65733200539286,48.08282794623675],[-112.65657683815353,48.08288561248758],[-112.65587583227644,48.083081890952414],[-112.655284783538,48.08340115932302],[-112.65485073813646,48.08381800583614],[-112.65460824821446,48.084299251426096],[-112.6545766208445,48.08480659018019],[-112.65475837966487,48.08529963810365],[-112.65513906209468,48.08573914763236],[-112.65568836886325,48.0860901320353],[-112.65636257487998,48.08632465091141],[-112.657108009836,48.08642403488298],[-112.65725732455397,48.086426801002865]]]}"
00000000000000000001,75,30.650046598322458,15.229494410518033,43.33000183105469,3.1982584550845687,7.991139664711886,BAC.TRMR_Rec004_Mem102.20200831,2.0,"{""type"":""Polygon"",""coordinates"":[[[-112.68894369663975,48.0958577997309],[-112.68969636961856,48.0957861663005],[-112.69038912394733,48.09557696860164],[-112.69096681233601,48.09524686030681],[-112.69138344984141,48.094822120056904],[-112.69160587456403,48.0943365590509],[-112.69161638657195,48.09382882908919],[-112.69141415523104,48.09333934553326],[-112.69101528341318,48.092907070225294],[-112.69045152406713,48.092566410452925],[-112.68976775182539,48.09234448069922],[-112.68901839117426,48.092258944964776],[-112.68826308544567,48.09231661121494],[-112.68756195101017,48.0925128896777],[-112.68697079387518,48.09283215804546],[-112.68653666886662,48.09324900455585],[-112.68629413446502,48.09373025014404],[-112.6862625012859,48.094237588897904],[-112.68644429343313,48.0947306368227],[-112.68682504567577,48.09517014635395],[-112.68737445318766,48.0955211307598],[-112.68804878285881,48.09575564963829],[-112.68879435453572,48.09585503361098],[-112.68894369663975,48.0958577997309]]]}"
00000000000000000002,65,35.38740137110334,11.227260516025419,18.559999465942383,4.192155236819217,3.5727413141181064,BAC.TRMR_Rec014_Mem020.20200831,3.0,"{""type"":""Polygon"",""coordinates"":[[[-112.72936098858821,48.07642949644103],[-112.73011337730988,48.0763578630123],[-112.73080587001462,48.07614866531796],[-112.73138334024198,48.075818557029045],[-112.73179982041529,48.075393816784654],[-112.7320221611562,48.074908255782],[-112.7320326692123,48.07440052582046],[-112.73183051425757,48.07391104226146],[-112.73143179307795,48.07347876694813],[-112.73086824662853,48.07313810716978],[-112.73018473259584,48.072916177411365],[-112.7294356549168,48.072830641674926],[-112.72868063440481,48.072888307926455],[-112.72797976473355,48.073084586393485],[-112.72738883083971,48.07340385476711],[-112.72695486978064,48.07382070128313],[-112.72671242698418,48.07430194687494],[-112.72668080576892,48.07480928562931],[-112.72686252927997,48.07530233355133],[-112.72724313774405,48.07574184307736],[-112.72779233777655,48.076092827477225],[-112.72846641278315,48.076327346350794],[-112.72921170288535,48.07642673032118],[-112.72936098858821,48.07642949644103]]]}"
00000000000000000003,65,48.783469150174625,16.234531098864544,36.93000030517578,7.384005047377088,6.918389666507664,BAC.TRMR_Rec025_Mem076.20200831,2.0,"{""type"":""Polygon"",""coordinates"":[[[-112.73686119656008,48.06801963185424],[-112.73761346232973,48.06794799842624],[-112.73830584187212,48.06773880073384],[-112.73888321773637,48.0674086924475],[-112.73929962985757,48.066983952205476],[-112.73952193427318,48.06649839120429],[-112.73953244061997,48.065990661242814],[-112.73933031870517,48.06550117768247],[-112.73893166268235,48.06506890236683],[-112.73836820831883,48.06472824258591],[-112.73768480597141,48.064506312825436],[-112.73693585068855,48.064420777088145],[-112.73618095354364,48.06447844334027],[-112.73548019839299,48.06467472180914],[-112.73488936105949,48.0649939901853],[-112.7344554709148,48.065410836703755],[-112.73421306774104,48.06589208229714],[-112.73418145170061,48.06639942105172],[-112.73436314552389,48.06689246897253],[-112.73474369179827,48.06733197849633],[-112.73529280208804,48.06768296289358],[-112.73596676694251,48.06791748176502],[-112.73671193525293,48.06801686573443],[-112.73686119656008,48.06801963185424]]]}"
00000000000000000004,65,35.01079644547795,12.684668952963692,51.93000030517578,7.2834032709106165,12.979460469106373,BAC.TRMR_Rec039_Mem094.20200831,3.0,"{""type"":""Polygon"",""coordinates"":[[[-112.73944301607004,48.0895169580329],[-112.74019559624233,48.08944532460304],[-112.74088826515401,48.08923612690566],[-112.74146588231568,48.08890601861276],[-112.74188246845407,48.088481278364654],[-112.74210486575767,48.087995717359746],[-112.74211537647538,48.0874879873981],[-112.74191317007363,48.08699850384116],[-112.74151434743732,48.086566228531446],[-112.74095065759944,48.08622556875712],[-112.74026696965981,48.08600363900188],[-112.73951770139563,48.08591810326678],[-112.73876248878682,48.0859757695174],[-112.73806144079363,48.08617204798155],[-112.73747035654415,48.08649131635122],[-112.73703628506313,48.08690816286346],[-112.73679378056949,48.08738940845282],[-112.73676215129642,48.08789674720685],[-112.73694392103477,48.08838979513074],[-112.73732462633545,48.08882930466028],[-112.73787396610784,48.08918028906418],[-112.7385482126341,48.08941480794106],[-112.73929369238029,48.089514191913004],[-112.73944301607004,48.0895169580329]]]}"
00000000000000000005,75,33.53468899521531,19.324531042175384,0.699999988079071,0.34266746048615027,0.2922220871925207,BAC.TRMR_Rec041_Mem099.20200831,1.0,"{""type"":""Polygon"",""coordinates"":[[[-112.70778785769163,48.0947474835686],[-112.70854051441718,48.09467585013829],[-112.7092332537868,48.0944666524397],[-112.70981092970149,48.0941365441452],[-112.71022755821095,48.093711803895616],[-112.71044997813166,48.0932262428898],[-112.71046048991363,48.09271851292811],[-112.71025826294034,48.09222902937199],[-112.70985939973565,48.09179675406372],[-112.70929565256259,48.09145609429101],[-112.70861189508473,48.091234164537035],[-112.70786255061337,48.09114862880248],[-112.7071072611929,48.09120629505273],[-112.70640614189607,48.09140257351572],[-112.70581499752555,48.09172184188381],[-112.7053808818913,48.092138688394535],[-112.70513835272749,48.092619933982924],[-112.70510672023245,48.093127272736815],[-112.7052885084552,48.093620320661465],[-112.70566925247687,48.09405983019241],[-112.7062186481255,48.094410814597914],[-112.70689296323545,48.09464533347612],[-112.7076385188125,48.09474471744869],[-112.70778785769163,48.0947474835686]]]}"
00000000000000000006,,,,,,,BAC.TRMR_Rec043_Mem081.20200901,,"{""type"":""Polygon"",""coordinates"":[[[-112.66609080374086,48.0985198830598],[-112.66684351569228,48.09844824962916],[-112.66753630589061,48.098239051929696],[-112.66811402418999,48.09790894363405],[-112.66853068326616,48.09748420338339],[-112.66875311950297,48.09699864237692],[-112.66876363205267,48.0964909124152],[-112.66856139023896,48.09600142885969],[-112.66816249776807,48.09556915355246],[-112.66759870923316,48.0952284937809],[-112.66691490159005,48.09500656402784],[-112.66616550214246,48.09492102829367],[-112.6654101573097,48.09497869454367],[-112.6647089865741,48.095174973005825],[-112.66411779883195,48.09549424137277],[-112.66368365134538,48.0959110878824],[-112.66344110438438,48.0963923334701],[-112.66340946956498,48.09689967222389],[-112.66359127112247,48.097392720149074],[-112.66397204307765,48.097832229681025],[-112.66452147903567,48.098183214087705],[-112.66519584362221,48.09841773296686],[-112.66594145390401,48.098517116939874],[-112.66609080374086,48.0985198830598]]]}"
00000000000000000007,65,40.610560029851655,13.51158099730694,43.33000183105469,4.0932986638135,5.510719938207171,BAC.TRMR_Rec044_Mem065.20200831,2.0,"{""type"":""Polygon"",""coordinates"":[[[-112.7320721220287,48.085427962366886],[-112.7328246423702,48.08535632893739],[-112.73351725621498,48.08514713124096],[-112.7340948274578,48.0848170229493],[-112.73451138048073,48.084392282702346],[-112.73473376010777,48.08390672169814],[-112.73474426999368,48.08339899173653],[-112.7345420796698,48.08290950817895],[-112.73414328874,48.08247723286811],[-112.73357964371284,48.08213657309253],[-112.73289601012138,48.08191464333629],[-112.73214680141747,48.081829107600775],[-112.73139164884138,48.08188677385167],[-112.73069065657607,48.082083052316726],[-112.73009961931466,48.08240232068763],[-112.72966558234192,48.082819167201045],[-112.72942309712943,48.083300412791175],[-112.72939147037452,48.08380775154531],[-112.72957322566626,48.08430079946862],[-112.72995390070427,48.08474030899706],[-112.73050319680615,48.0850912933997],[-112.73117738973032,48.08532581227555],[-112.73192281021034,48.08542519624701],[-112.7320721220287,48.085427962366886]]]}"
00000000000000000008,35,15.898876404494382,9.428090415820636,23.68000030517578,11.515056331505935,10.250525310285825,BAC.TRMR_Rec046_Mem107.20200901,1.0,"{""type"":""Polygon"",""coordinates"":[[[-112.6702823587311,48.08940993960761],[-112.6710349373373,48.089338306177766],[-112.67172760480761,48.089129108480414],[-112.67230522076734,48.08879900018755],[-112.67272180603891,48.08837425993947],[-112.67294420287985,48.087888698934584],[-112.67295471357578,48.08738096897292],[-112.67275250759486,48.08689148541597],[-112.67235368578848,48.086459210106234],[-112.67178999712354,48.08611855033187],[-112.67110631060648,48.085896620576605],[-112.6703570439013,48.0858110848415],[-112.66960183286385,48.08586875109212],[-112.66890078632933,48.086065029556295],[-112.66830970330979,48.086384297925996],[-112.667875632732,48.086801144438255],[-112.66763312874306,48.08728239002766],[-112.66760149953592,48.08778972878168],[-112.66778326889612,48.08828277670556],[-112.66816397340467,48.088722286235075],[-112.66871331203399,48.089073270638934],[-112.6693875571572,48.089307789515786],[-112.6701330353521,48.08940717348773],[-112.6702823587311,48.08940993960761]]]}"
00000000000000000009,45,26.856941055605493,9.124982527240748,8.9399995803833,1.6897559969999205,2.513226616242515,BAC.TRMR_Rec050_Mem060.20200831,2.0,"{""type"":""Polygon"",""coordinates"":[[[-112.72109827433616,48.07924764830682],[-112.72185070427177,48.07917601487784],[-112.72254323490893,48.078966817182845],[-112.7231207367671,48.078636708893086],[-112.72353723975172,48.07821196864788],[-112.72375959266898,48.07772640764475],[-112.72377010129806,48.077218677683184],[-112.72356793526824,48.07672919412462],[-112.72316919224785,48.07629691881207],[-112.72260561493093,48.0759562590346],[-112.72192206346097,48.075734329276855],[-112.72117294475429,48.07564879354071],[-112.72041788288925,48.07570645979204],[-112.71971697483029,48.07590273825845],[-112.71912600856912,48.07622200663121],[-112.7186920237393,48.07663885314643],[-112.71844956766117,48.07712009873771],[-112.71841794471129,48.077627437492],[-112.71859967817377,48.07812048541442],[-112.71898030748406,48.07855999494122],[-112.71952953759863,48.07891097934195],[-112.72020364952859,48.07914549821623],[-112.7209489804558,48.079244882186956],[-112.72109827433616,48.07924764830682]]]}"
